plot,subplot,datasheet_number,subplot_size,individual_number,species_raw,genus,species,usda_code,growthform,bole_total,bole_n,arm_total,arm_n,measurement_variable,measurement,units,status,total_minishrub,notes,unknown_status,scientific_name_clean,measurement_variable_clean
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,NA,NA,NA,crownD,341,cm,alive,NA,NA,NA,Prosopis velutina,maxD
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,NA,NA,NA,crown90D,322,cm,alive,NA,NA,NA,Prosopis velutina,max90D
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,1,NA,NA,ddh,9.5,cm,alive,NA,NA,NA,Prosopis velutina,ddh
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,1,NA,NA,dbh,3,cm,alive,NA,NA,NA,Prosopis velutina,dbh
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,2,NA,NA,ddh,8,cm,alive,NA,NA,NA,Prosopis velutina,ddh
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,2,NA,NA,dbh,4,cm,alive,NA,NA,NA,Prosopis velutina,dbh
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,3,NA,NA,ddh,9,cm,alive,NA,NA,NA,Prosopis velutina,ddh
LOLA_06,2,3,25,4,PRVE,NA,NA,NA,NA,3,3,NA,NA,dbh,4,cm,alive,NA,NA,NA,Prosopis velutina,dbh
LOLA_06,2,3,25,6,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,182,cm,dead,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_06,2,3,25,6,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,17,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_06,2,3,25,6,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,225,cm,dead,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_06,2,3,25,6,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,202,cm,dead,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_06,4,3,25,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,11,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,4,3,25,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,26,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,4,3,25,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,7,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,4,3,25,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,29,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,4,3,25,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,162,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,4,3,25,6,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,258,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_06,4,3,25,6,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,8,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_06,4,3,25,6,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,7,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_06,4,3,25,6,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,1,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_06,4,3,25,7,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,65,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
LOLA_06,4,3,25,7,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,3,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
LOLA_06,4,3,25,7,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,70,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
LOLA_06,4,3,25,7,CYVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,33,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
LOLA_06,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,203.5,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_06,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,10,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_06,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,8,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_06,5,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,2,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_06,6,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,376,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_06,6,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,14,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_06,6,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,11,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_06,6,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,6,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_06,6,4,25,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,27,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,NA,NA,NA,Height,248,cm,alive,NA,NA,NA,Parkinsonia microphylla,Height
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,NA,NA,NA,crownD,276,cm,alive,NA,NA,NA,Parkinsonia microphylla,maxD
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,NA,NA,NA,crown90D,317,cm,alive,NA,NA,NA,Parkinsonia microphylla,max90D
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,1,NA,NA,ddh,5.8,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,1,NA,NA,dbh,4,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,2,NA,NA,ddh,12,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,2,NA,NA,dbh,3.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,3,NA,NA,ddh,10,cm,alive,NA,NA,NA,Parkinsonia microphylla,ddh
LOLA_06,6,4,25,3,PAMI,NA,NA,NA,NA,3,3,NA,NA,dbh,3.5,cm,alive,NA,NA,NA,Parkinsonia microphylla,dbh
LOLA_06,7,4,25,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,8,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,7,4,25,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,37,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,7,4,25,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OP,269,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
LOLA_06,8,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,370,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_06,8,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,7,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_06,8,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,6,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_06,8,4,25,1,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,1,NA,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
LOLA_06,8,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,Height,347.5,cm,alive,NA,NA,NA,Fouquieria splendens,Height
LOLA_06,8,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,12,cm,alive,NA,NA,NA,Fouquieria splendens,maxDbase
LOLA_06,8,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,13,cm,alive,NA,NA,NA,Fouquieria splendens,max90Dbase
LOLA_06,8,4,25,2,FOSP,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,2,cm,alive,NA,NA,NA,Fouquieria splendens,EmergentStems
RR_01,whole plot,7,NA,1,ACGR,NA,NA,NA,NA,NA,NA,NA,NA,crownD,223,cm,alive,9,NA,NA,Acacia greggii,maxD
RR_01,whole plot,7,NA,1,ACGR,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,205,cm,alive,9,NA,NA,Acacia greggii,max90D
RR_01,whole plot,7,NA,1,ACGR,NA,NA,NA,NA,NA,NA,NA,NA,Height,127,cm,alive,9,NA,NA,Acacia greggii,Height
RR_01,whole plot,7,NA,1,ACGR,NA,NA,NA,NA,NA,NA,NA,NA,ddh,4,cm,alive,9,NA,NA,Acacia greggii,ddh
RR_01,whole plot,7,NA,1,ACGR,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,9,NA,NA,Acacia greggii,dbh
RR_01,whole plot,7,NA,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,120,cm,alive,9,NA,NA,Prosopis velutina,maxD
RR_01,whole plot,7,NA,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,80,cm,alive,9,NA,NA,Prosopis velutina,max90D
RR_01,whole plot,7,NA,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,140,cm,alive,9,NA,NA,Prosopis velutina,Height
RR_01,whole plot,7,NA,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,ddh,5,cm,alive,9,NA,NA,Prosopis velutina,ddh
RR_01,whole plot,7,NA,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.3,cm,alive,9,NA,NA,Prosopis velutina,dbh
RR_01,whole plot,7,NA,3,DAAL,NA,NA,NA,NA,NA,NA,NA,NA,crownD,77,cm,alive,9,NA,NA,Dalea albiflora,maxD
RR_01,whole plot,7,NA,3,DAAL,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,63,cm,alive,9,NA,NA,Dalea albiflora,max90D
RR_01,whole plot,7,NA,3,DAAL,NA,NA,NA,NA,NA,NA,NA,NA,Height,90,cm,alive,9,NA,NA,Dalea albiflora,Height
RR_01,whole plot,7,NA,3,DAAL,NA,NA,NA,NA,NA,NA,NA,NA,ddh,2,cm,alive,9,NA,NA,Dalea albiflora,ddh
RR_01,whole plot,7,NA,3,DAAL,NA,NA,NA,NA,NA,NA,NA,NA,dbh,0.1,cm,alive,9,NA,NA,Dalea albiflora,dbh
RR_01,1,3,10,1,Prosopsis velutina,NA,NA,NA,NA,2,NA,NA,NA,Height,242.5,cm,alive,NA,NA,NA,Prosopis velutina,Height
RR_01,1,3,10,1,Prosopsis velutina,NA,NA,NA,NA,2,NA,NA,NA,maxBaseCrownDiameter,65,cm,alive,NA,NA,NA,Prosopis velutina,maxDbase
RR_01,1,3,10,1,Prosopsis velutina,NA,NA,NA,NA,2,NA,NA,NA,crownD,300,cm,alive,NA,NA,NA,Prosopis velutina,maxD
RR_01,1,3,10,1,Prosopsis velutina,NA,NA,NA,NA,2,NA,NA,NA,crown90D,233,cm,alive,NA,NA,NA,Prosopis velutina,max90D
RR_01,1,3,10,1,Prosopsis velutina,NA,NA,NA,NA,2,1,NA,NA,ddh,6.3,cm,alive,NA,NA,NA,Prosopis velutina,ddh
RR_01,1,3,10,1,Prosopsis velutina,NA,NA,NA,NA,2,1,NA,NA,dbh,2.3,cm,alive,NA,NA,NA,Prosopis velutina,dbh
RR_01,1,3,10,1,Prosopsis velutina,NA,NA,NA,NA,2,2,NA,NA,ddh,8.5,cm,alive,NA,NA,NA,Prosopis velutina,ddh
RR_01,1,3,10,1,Prosopsis velutina,NA,NA,NA,NA,2,2,NA,NA,dbh,1.5,cm,alive,NA,NA,NA,Prosopis velutina,dbh
RR_01,1,3,10,2,Opuntia englemani,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,1,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,1,3,10,2,Opuntia englemani,NA,NA,NA,NA,NA,NA,NA,NA,New Pad,1,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad2
RR_01,2,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,238,cm,alive,NA,elip,NA,Prosopis velutina,Height
RR_01,2,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,80,cm,alive,NA,elip,NA,Prosopis velutina,maxDbase
RR_01,2,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,265,cm,alive,NA,elip,NA,Prosopis velutina,maxD
RR_01,2,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,220,cm,alive,NA,elip,NA,Prosopis velutina,max90D
RR_01,2,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,ddh,8.1,cm,alive,NA,elip,NA,Prosopis velutina,ddh
RR_01,2,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,dbh,3.6,cm,alive,NA,elip,NA,Prosopis velutina,dbh
RR_01,2,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,255,cm,dead,NA,elip,NA,Prosopis velutina,Height
RR_01,2,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,70,cm,dead,NA,elip,NA,Prosopis velutina,maxDbase
RR_01,2,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,330,cm,dead,NA,elip,NA,Prosopis velutina,maxD
RR_01,2,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,240,cm,dead,NA,elip,NA,Prosopis velutina,max90D
RR_01,2,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,ddh,11,cm,dead,NA,elip,NA,Prosopis velutina,ddh
RR_01,2,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,dbh,1.9,cm,dead,NA,elip,NA,Prosopis velutina,dbh
RR_01,2,3,10,3,FEWI,NA,NA,NA,NA,NA,NA,NA,NA,Height,50,cm,alive,NA,elip,NA,Ferocactus wislizeni,Height
RR_01,2,3,10,3,FEWI,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,45,cm,alive,NA,elip,NA,Ferocactus wislizeni,maxDbase
RR_01,2,3,10,3,FEWI,NA,NA,NA,NA,NA,NA,NA,NA,EmergentStems,1,NA,alive,NA,elip,NA,Ferocactus wislizeni,EmergentStems
RR_01,2,3,10,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,201,cm,alive,NA,elip,NA,Prosopis velutina,Height
RR_01,2,3,10,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,80,cm,alive,NA,elip,NA,Prosopis velutina,maxDbase
RR_01,2,3,10,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,380,cm,alive,NA,elip,NA,Prosopis velutina,maxD
RR_01,2,3,10,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,144,cm,alive,NA,elip,NA,Prosopis velutina,max90D
RR_01,2,3,10,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,ddh,11,cm,alive,NA,elip,NA,Prosopis velutina,ddh
RR_01,2,3,10,4,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,dbh,1.9,cm,alive,NA,elip,NA,Prosopis velutina,dbh
RR_01,2,3,10,5,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,212,cm,dead,NA,elip,NA,Prosopis velutina,Height
RR_01,2,3,10,5,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,40,cm,dead,NA,elip,NA,Prosopis velutina,maxDbase
RR_01,2,3,10,5,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,294,cm,dead,NA,elip,NA,Prosopis velutina,maxD
RR_01,2,3,10,5,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,150,cm,dead,NA,elip,NA,Prosopis velutina,max90D
RR_01,2,3,10,5,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,ddh,8,cm,dead,NA,elip,NA,Prosopis velutina,ddh
RR_01,2,3,10,5,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,dbh,1.8,cm,dead,NA,NA,NA,Prosopis velutina,dbh
RR_01,3,3,10,1,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,2,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,3,3,10,2,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,12,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,NA,NA,NA,crownD,324,cm,alive,NA,sphere,NA,Lycium sp. (2),maxD
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,NA,NA,NA,crown90D,294,cm,alive,NA,sphere,NA,Lycium sp. (2),max90D
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,NA,NA,NA,Height,236,cm,alive,NA,sphere,NA,Lycium sp. (2),Height
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,1,NA,NA,ddh,4,cm,alive,NA,sphere,NA,Lycium sp. (2),ddh
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,1,NA,NA,dbh,2,cm,alive,NA,sphere,NA,Lycium sp. (2),dbh
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,2,NA,NA,ddh,4,cm,alive,NA,sphere,NA,Lycium sp. (2),ddh
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,2,NA,NA,dbh,2,cm,alive,NA,sphere,NA,Lycium sp. (2),dbh
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,3,NA,NA,ddh,4,cm,alive,NA,sphere,NA,Lycium sp. (2),ddh
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,3,NA,NA,dbh,2,cm,alive,NA,sphere,NA,Lycium sp. (2),dbh
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,4,NA,NA,ddh,4,cm,alive,NA,sphere,NA,Lycium sp. (2),ddh
RR_01,3,3,10,3,Lycium,NA,NA,NA,NA,4,4,NA,NA,dbh,2,cm,alive,NA,sphere,NA,Lycium sp. (2),dbh
RR_01,4,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,187,cm,alive,NA,sphere,NA,Prosopis velutina,Height
RR_01,4,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,280,cm,alive,NA,sphere,NA,Prosopis velutina,maxD
RR_01,4,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,172,cm,alive,NA,sphere,NA,Prosopis velutina,max90D
RR_01,4,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,ddh,8.5,cm,alive,NA,sphere,NA,Prosopis velutina,ddh
RR_01,4,3,10,1,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,dbh,1,cm,alive,NA,sphere,NA,Prosopis velutina,dbh
RR_01,4,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,Height,200,cm,alive,NA,elip,NA,Prosopis velutina,Height
RR_01,4,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,64,cm,alive,NA,elip,NA,Prosopis velutina,maxDbase
RR_01,4,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crownD,260,cm,alive,NA,elip,NA,Prosopis velutina,maxD
RR_01,4,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,200,cm,alive,NA,elip,NA,Prosopis velutina,max90D
RR_01,4,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,ddh,18,cm,alive,NA,elip,NA,Prosopis velutina,ddh
RR_01,4,3,10,2,PRVE,NA,NA,NA,NA,NA,NA,NA,NA,dbh,1,cm,alive,NA,elip,NA,Prosopis velutina,dbh
RR_01,4,3,10,3,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,11,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,4,3,10,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,3,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,4,3,10,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,8,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,4,3,10,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,52,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,5,4,10,1,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,0,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,5,4,10,1,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,New Pad,2,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad2
RR_01,5,4,10,1,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,Height,18,cm,alive,NA,NA,NA,Opuntia engelmannii,Height
RR_01,5,4,10,2,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,1,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,5,4,10,2,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,New Pad,2,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad2
RR_01,5,4,10,2,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,Height,18,cm,alive,NA,NA,NA,Opuntia engelmannii,Height
RR_01,5,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,Height,142,cm,dead,NA,NA,NA,Prosopis velutina,Height
RR_01,5,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,crownD,164,cm,dead,NA,NA,NA,Prosopis velutina,maxD
RR_01,5,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,82,cm,dead,NA,NA,NA,Prosopis velutina,max90D
RR_01,5,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,ddh,8.5,cm,dead,NA,NA,NA,Prosopis velutina,ddh
RR_01,5,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,dbh,2.5,cm,dead,NA,NA,NA,Prosopis velutina,dbh
RR_01,5,4,10,4,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,OldPad,0,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad
RR_01,5,4,10,4,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,New Pad,4,NA,alive,NA,NA,NA,Opuntia engelmannii,OldPad2
RR_01,5,4,10,4,Opuntia englemannii,NA,NA,NA,NA,NA,NA,NA,NA,Height,15,cm,alive,NA,NA,NA,Opuntia engelmannii,Height
RR_01,5,4,10,5,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,Height,214,cm,alive,NA,NA,NA,Prosopis velutina,Height
RR_01,5,4,10,5,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,30,cm,alive,NA,NA,NA,Prosopis velutina,maxDbase
RR_01,5,4,10,5,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,crownD,264,cm,alive,NA,NA,NA,Prosopis velutina,maxD
RR_01,5,4,10,5,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,285,cm,alive,NA,NA,NA,Prosopis velutina,max90D
RR_01,5,4,10,5,Prosopis velutina,NA,NA,NA,NA,2,1,NA,NA,ddh,12.2,cm,alive,NA,NA,NA,Prosopis velutina,ddh
RR_01,5,4,10,5,Prosopis velutina,NA,NA,NA,NA,2,1,NA,NA,dbh,5.3,cm,alive,NA,NA,NA,Prosopis velutina,dbh
RR_01,5,4,10,5,Prosopis velutina,NA,NA,NA,NA,2,2,NA,NA,ddh,13.9,cm,alive,NA,NA,NA,Prosopis velutina,ddh
RR_01,5,4,10,5,Prosopis velutina,NA,NA,NA,NA,2,2,NA,NA,dbh,2,cm,alive,NA,NA,NA,Prosopis velutina,dbh
RR_01,6,4,10,1,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,Height,77,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
RR_01,6,4,10,1,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,14,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
RR_01,6,4,10,1,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,crownD,48,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
RR_01,6,4,10,1,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,34,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
RR_01,6,4,10,1,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,2,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90Dbase
RR_01,6,4,10,2,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,Height,46,cm,alive,NA,NA,NA,Cylindropuntia versicolor,Height
RR_01,6,4,10,2,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,maxBaseCrownDiameter,11,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxDbase
RR_01,6,4,10,2,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,crownD,16,cm,alive,NA,NA,NA,Cylindropuntia versicolor,maxD
RR_01,6,4,10,2,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,11,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90D
RR_01,6,4,10,2,Cylindropuntia versicolor,NA,NA,NA,NA,NA,NA,NA,NA,ninetyBaseCrownDiameter,11,cm,alive,NA,NA,NA,Cylindropuntia versicolor,max90Dbase
RR_01,6,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,Height,291,cm,alive,NA,NA,NA,Prosopis velutina,Height
RR_01,6,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,crownD,283,cm,alive,NA,NA,NA,Prosopis velutina,maxD
RR_01,6,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,crown90D,278,cm,alive,NA,NA,NA,Prosopis velutina,max90D
RR_01,6,4,10,3,Prosopis velutina,NA,NA,NA,NA,NA,NA,NA,NA,ddh,46,cm,alive,NA,NA,NA,Prosopis velutina,ddh
